NSID,W1GrssyrMP,W1yschat1,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsdad,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,W1IndSchool,W1marstatmum,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W2ghq12scr,W2disc1YP,W2depressYP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6DebtattYP,W8DDEGP,W8DGHQSC,W8DMARSTAT,W8DACTIVITYC,W8DWRK,W8CMSEX,W8TENURE,W8QMAFI,W8GROW
NS19682Z,-1,29,1,1,2,0,1,-1,1,14,1,1,1,0,0,1,0,0,2,0,6,1,2,-91,2,1,1,3,5,2,4,1,2,2,2,9,4,4,2,5,-1,0,1,1,1,1,7,1,620.09
NS26058G,-91,21,10,1,1,1,1,4,2,-99,3,3,8,0,1,2,0,0,2,0,8,5,1,-91,2,-1,2,3,6,2,4,1,2,2,1,9,4,4,2,4,0,4,1,1,1,2,4,3,620.32
NS24437J,7800,39,2,1,2,2,1,2,1,15,1,2,1,0,1,2,0,0,2,0,2,1,2,2,2,1,1,3,2,2,1,2,1,-91,-91,1,4,4,2,17,1,0,2,1,1,2,2,1,620.55
NS13744B,14000,31,1,1,1,1,1,1,1,-98,-98,1,-98,0,0,2,0,0,6,1,1,1,1,3,2,1,1,3,7,2,3,1,1,-91,-91,1,4,4,2,19,1,0,1,1,1,2,4,2,623.08
NS15217B,38000,27,1,1,2,1,1,2,1,9,1,1,1,0,1,1,1,0,2,0,-94,3,1,5,1,1,2,3,7,1,4,2,1,-91,-91,1,4,4,2,9,-1,7,1,1,1,2,5,3,623.33
NS20562G,31200,43,1,1,2,1,1,2,1,-99,1,1,1,0,1,1,2,0,3,0,2,2,1,4,2,2,1,3,0,2,2,2,1,-91,-91,1,4,4,2,16,1,0,1,1,1,1,4,1,623.56
NS14642S,24000,39,1,1,2,0,1,2,1,8,1,1,1,0,0,2,0,0,2,0,2,1,2,2,2,1,2,3,0,2,1,1,1,-91,-91,1,4,4,2,12,1,0,1,1,1,2,2,1,623.56
NS22876D,10400,43,2,1,2,0,1,1,1,19,1,2,1,0,0,1,0,0,2,0,5,1,2,4,2,2,2,3,0,2,1,1,1,-91,-91,1,4,4,2,14,0,0,2,1,1,2,2,2,623.56
NS13342Q,5965.44,36,2,1,2,1,1,2,1,20,3,2,8,0,1,1,1,0,2,0,-94,1,1,1,2,-92,1,3,0,2,2,1,2,1,1,9,4,4,2,15,0,0,2,1,1,1,2,1,623.56
NS16312T,5625.36,36,2,2,1,2,1,2,1,-99,-99,2,-99,0,2,1,0,0,2,0,-99,1,1,5,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,11,-1,4,1,1,1,1,2,2,623.56
NS14995A,-1,41,1,1,2,0,1,2,1,4,1,1,1,0,0,1,0,0,2,0,4,3,1,4,2,2,1,3,5,1,2,2,1,-91,-91,1,4,4,2,13,1,4,1,1,1,2,4,4,623.56
NS11921X,-91,42,10,1,2,3,1,4,1,20,2,3,2,1,2,1,0,0,2,0,6,8,1,5,2,2,2,3,0,2,1,1,1,-91,-91,1,4,4,2,12,-1,3,1,1,1,2,1,3,623.56
NS11889W,-91,41,10,1,1,0,1,2,1,-99,1,3,1,0,0,1,1,1,2,0,-99,1,1,5,2,1,1,3,4,2,2,2,2,2,2,9,4,4,2,12,0,0,1,1,1,2,4,1,623.56
NS20265D,-91,43,10,1,2,4,1,4,1,20,3,3,3,0,3,2,2,0,2,0,8,8,1,3,2,2,2,3,0,2,1,1,1,-91,-91,1,4,4,2,10,1,2,1,1,1,2,4,1,623.56
NS23090P,-1,31,2,1,1,1,1,2,1,16,1,2,1,0,1,1,0,0,2,0,6,1,3,2,1,2,2,3,0,2,2,1,2,1,2,9,4,4,2,12,0,3,1,1,1,1,4,2,625
NS13203L,-91,34,10,1,2,1,1,2,1,4,1,3,1,0,1,2,1,0,2,0,2,1,4,5,2,1,2,3,0,2,1,1,2,1,1,9,4,4,2,10,0,0,1,1,1,2,2,1,625
NS20584Y,-91,19,10,1,1,0,1,4,1,13,1,3,1,0,0,1,1,0,2,0,4,1,2,0,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,17,1,0,2,1,1,1,4,3,625
NS15816N,-92,43,2,1,2,1,1,2,1,2,1,2,1,0,1,1,0,0,2,0,2,1,1,2,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,14,1,0,1,1,1,1,7,1,625
NS10076K,6864,37,2,1,2,1,1,2,1,8,1,2,1,0,0,2,0,0,2,0,2,1,2,5,2,2,2,3,8,2,3,2,1,-91,-91,1,4,4,2,18,0,0,1,1,1,2,4,1,626.1
NS16673T,5500,35,4,1,2,0,1,2,1,8,1,2,1,0,0,1,1,0,2,0,2,1,2,3,1,1,2,3,2,2,3,1,2,2,2,9,4,4,2,13,-1,5,1,1,1,1,4,2,630
NS19634D,2691,33,2,1,2,2,1,2,1,15,1,2,1,0,1,2,0,0,2,0,4,1,2,4,2,1,1,3,5,2,4,2,1,-91,-91,1,4,4,2,11,1,1,2,1,1,2,2,2,630.02
NS16497H,25064,33,1,1,2,1,1,2,1,13,1,2,1,0,1,1,0,0,2,0,5,1,3,4,2,2,2,3,1,2,1,1,1,-91,-91,1,4,4,2,14,1,1,1,1,1,1,5,2,630.77
NS11880L,-91,38,10,1,2,2,1,2,1,-99,1,3,1,0,1,2,0,0,2,0,-99,1,2,3,2,1,1,3,0,2,1,2,2,2,2,9,4,4,2,10,0,1,1,1,1,1,7,2,630.77
NS19126A,33600,43,1,1,2,0,1,2,1,2,1,1,1,0,0,1,1,0,2,0,1,8,1,5,2,2,2,3,0,2,1,2,2,2,2,9,4,4,2,12,1,0,1,1,1,2,5,2,630.95
NS25957E,-91,40,10,1,1,1,1,4,2,20,3,3,8,0,0,2,1,0,2,0,8,5,1,4,2,2,2,3,0,1,1,1,1,-91,-91,1,4,4,2,9,1,5,1,1,1,1,4,2,632.67
NS24833N,-92,31,3,1,2,1,1,2,1,3,1,1,1,0,1,1,0,0,2,0,1,1,1,2,-92,1,1,3,6,2,3,2,1,-91,-91,1,4,4,2,15,1,0,1,1,1,1,4,1,632.79
NS14727L,-91,19,10,1,2,-995,1,2,1,-99,3,3,3,0,2,2,0,0,2,0,-99,3,1,0,1,2,1,-94,7,1,4,2,1,-91,-91,1,4,4,2,20,1,0,1,1,1,2,5,1,633.03
NS11661T,14000,38,4,1,2,4,1,2,1,1,1,2,1,1,2,2,0,0,2,0,1,1,1,4,2,2,-1,3,3,2,3,1,2,2,2,9,4,4,2,17,1,1,1,1,1,2,4,2,634.41
NS18123B,26000,43,2,1,2,0,1,2,1,1,1,2,1,0,0,2,0,1,2,0,1,1,2,5,2,2,2,3,0,2,2,2,1,-91,-91,1,4,4,2,11,1,0,2,1,1,2,2,1,634.62
NS13054F,16700,36,1,1,2,1,1,2,1,7,1,1,1,0,1,1,0,0,2,0,1,1,1,2,2,1,1,3,2,2,2,1,1,-91,-91,1,4,4,2,15,1,0,1,1,1,1,4,1,634.62
NS19681Y,14508,41,1,1,2,1,1,2,1,9,1,1,1,0,1,1,0,0,2,0,6,1,2,3,2,1,2,3,0,2,1,2,1,-91,-91,1,4,4,2,9,1,0,1,1,1,1,2,2,634.62
NS13254K,8840,47,3,1,2,2,1,2,1,3,1,2,1,0,2,1,0,0,2,0,4,4,1,5,2,2,2,3,2,2,2,1,2,1,2,1,4,4,2,7,1,2,1,1,1,1,2,2,634.62
NS22174L,8580,34,1,1,2,0,1,2,1,-98,-98,1,-98,0,0,1,1,0,5,1,6,1,3,3,2,1,1,3,0,2,2,1,2,1,2,2,4,4,2,12,-1,0,1,1,1,2,2,2,634.62
NS15995W,7293,30,2,1,2,0,1,2,1,2,1,2,1,0,0,1,1,1,2,0,1,1,2,5,-1,1,-1,3,0,-1,1,2,1,-91,-91,1,4,4,2,11,0,0,1,1,1,1,4,3,634.62
NS18519X,4420,33,2,1,2,0,1,2,1,3,1,2,1,0,0,2,1,0,2,0,1,1,2,-91,2,2,1,3,7,2,3,1,2,2,1,9,4,4,2,3,0,0,1,1,1,1,2,1,634.62
NS15211V,-91,35,5,1,2,-99,1,1,2,20,3,3,3,0,0,1,1,0,2,0,8,5,1,0,2,2,1,-99,0,1,1,1,2,1,2,3,4,1,2,4,-1,2,1,1,1,1,7,1,634.62
NS17124G,-91,46,10,1,2,0,1,5,2,20,2,3,2,0,0,1,1,0,2,0,7,3,1,5,2,2,2,3,0,2,1,1,1,-91,-91,1,4,4,2,16,-1,0,1,1,1,2,5,1,634.62
NS17047X,-91,42,10,1,2,1,1,4,2,16,1,3,1,1,0,1,0,0,2,0,7,1,2,2,2,2,1,3,5,2,3,2,1,-91,-91,1,4,4,2,11,-1,2,2,1,1,2,2,2,634.62
NS22807S,-91,40,10,1,2,0,1,1,1,-98,-98,3,-98,0,1,1,0,0,6,1,3,1,2,3,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,12,-1,2,1,1,1,2,4,2,634.62
NS13760L,-91,33,10,1,2,2,1,6,1,-99,1,3,1,0,2,1,0,0,2,0,-99,1,2,2,2,2,2,3,0,2,1,1,2,2,2,9,4,4,2,17,1,0,1,1,1,1,2,1,634.62
NS24797H,-91,41,10,1,2,2,1,2,1,2,1,3,1,0,1,2,1,0,2,0,1,4,1,4,2,2,-92,3,0,2,1,2,1,-91,-91,1,4,4,2,9,1,0,1,1,1,2,5,1,634.62
NS23214R,-91,33,10,1,1,0,1,1,1,1,1,3,1,0,0,2,0,0,2,0,1,1,2,3,2,1,2,3,0,2,1,2,1,-91,-91,1,4,4,2,17,1,0,1,1,1,1,5,2,634.62
NS22012P,-92,23,1,1,1,0,1,6,1,-98,-98,1,-98,0,0,1,0,0,5,1,2,1,4,1,2,1,1,3,1,2,1,2,1,-91,-91,1,4,4,2,15,1,6,1,1,1,1,2,2,634.62
NS15591H,21840,39,1,1,2,1,1,2,1,3,1,1,1,0,1,1,0,0,2,0,1,1,1,1,2,2,2,3,0,2,2,2,1,-91,-91,1,4,4,2,15,1,6,1,1,1,2,2,2,634.65
NS14039S,-1,39,1,1,2,1,1,2,1,16,1,1,1,0,1,1,0,0,2,0,2,1,1,1,2,1,1,3,1,2,1,1,1,-91,-91,1,4,4,2,11,-1,0,1,1,1,2,7,1,634.87
NS18892C,30000,36,4,1,1,0,1,2,1,-98,-98,2,-98,0,0,1,0,0,2,1,-99,1,1,5,2,1,2,3,0,2,1,2,2,1,2,3,4,1,2,14,1,12,1,1,1,1,4,2,635.1
NS12202P,14600,46,1,1,2,1,1,2,1,-98,-98,1,-98,0,1,1,1,0,4,1,1,1,1,3,2,1,1,3,0,2,2,2,2,2,2,9,4,4,2,17,1,1,1,1,1,1,4,2,635.1
NS17688P,9100,39,2,1,2,1,1,2,1,3,1,2,1,0,0,2,0,1,2,0,1,1,1,5,2,1,-1,3,3,2,3,1,1,-91,-91,1,4,4,2,16,1,2,1,1,1,1,5,2,635.1
NS19249V,7141.68,47,2,1,2,0,1,2,1,7,1,2,1,0,0,2,0,0,2,0,2,3,1,5,2,2,2,3,3,2,3,2,1,-91,-91,1,4,4,2,11,-1,3,1,1,1,1,5,3,635.1
NS23541D,7072,21,2,1,2,0,1,2,1,9,1,2,1,0,0,1,1,0,2,0,5,1,1,2,2,1,-1,3,5,2,3,1,1,-91,-91,1,4,4,2,14,1,0,1,1,1,2,7,1,635.1
NS17198Y,5000,44,2,1,2,2,1,1,1,-98,-98,2,-98,0,2,1,0,1,5,1,2,1,1,5,2,1,2,3,2,2,2,1,1,-91,-91,1,4,4,2,10,1,8,1,1,1,2,7,2,635.1
NS23373K,3120,39,2,1,2,0,1,5,1,-99,1,2,1,0,0,1,1,0,2,0,-99,1,3,4,2,1,1,3,0,2,1,1,2,2,2,9,4,4,2,18,0,0,1,1,1,2,7,1,635.1
NS15687X,-1,36,2,1,2,1,1,2,1,3,1,2,1,0,0,2,0,0,2,0,1,1,2,3,2,2,1,3,2,2,2,1,2,2,2,9,4,4,2,10,0,4,2,1,1,2,2,1,635.33
NS24733L,-1,31,3,1,2,0,1,2,1,13,2,1,2,0,0,1,0,0,2,0,2,1,1,4,2,1,2,3,-97,-97,-97,2,2,2,2,9,4,4,2,9,0,2,2,1,1,2,5,2,637.41
NS10290X,-92,42,2,1,2,1,1,2,1,2,1,2,1,0,1,1,0,0,2,0,1,1,1,3,2,1,1,2,3,2,1,1,1,-91,-91,1,4,4,2,16,1,1,1,1,1,1,2,2,638
NS16357C,9000,19,2,1,2,0,1,2,1,15,1,2,1,0,0,1,1,0,2,0,3,1,3,3,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,12,-1,0,1,1,1,1,4,1,638.11
NS16703J,-91,43,10,1,2,0,1,2,1,2,1,3,1,0,0,1,0,1,2,0,1,1,1,4,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,15,-1,2,1,1,1,1,7,1,638.46
NS19475D,-91,38,6,1,2,0,1,2,1,2,1,3,1,0,0,1,1,0,2,0,2,1,1,2,2,1,1,3,1,2,2,1,2,1,1,9,4,4,2,11,-1,2,2,1,1,1,2,2,638.98
NS18569V,26000,42,1,1,1,2,1,2,1,-98,-98,1,-98,0,2,1,0,0,5,1,3,1,2,3,2,-1,2,3,1,2,1,2,1,-91,-91,1,4,4,2,16,1,0,1,1,1,2,7,1,639.72
NS24238F,3640,37,2,1,2,3,1,2,1,9,1,2,1,0,2,2,0,0,2,0,5,1,2,3,1,1,2,3,0,2,1,1,2,1,2,9,4,4,2,20,1,0,1,1,1,2,4,1,640.65
NS14834E,-92,43,1,1,1,0,1,1,1,13,1,1,1,0,0,1,0,0,2,0,5,1,2,1,2,2,2,3,1,2,1,1,2,2,2,3,4,1,2,11,1,1,1,1,1,1,2,2,640.75
NS18996J,-91,34,10,1,1,0,1,2,1,2,1,3,1,0,0,1,1,0,2,0,2,2,1,4,2,1,1,3,0,-1,2,2,1,-91,-91,1,4,4,2,15,1,0,1,1,1,1,4,2,641.44
NS22333L,48000,46,1,1,1,0,1,2,1,4,1,2,1,0,0,1,1,0,2,0,1,1,1,4,2,2,1,3,0,2,-1,2,1,-91,-91,1,4,4,2,12,1,0,1,1,1,2,2,1,642.31
NS15851L,8658,16,1,1,2,0,1,2,1,20,1,1,1,0,0,1,1,0,2,0,5,1,4,1,2,1,2,1,0,2,1,1,2,2,2,9,4,4,2,7,-1,-1,1,1,1,1,5,1,644
NS16154V,30000,39,1,1,2,0,1,2,1,-98,-98,1,-98,0,0,1,1,0,1,1,2,1,1,3,2,1,2,3,1,2,1,2,1,-91,-91,1,4,4,2,14,1,5,1,1,1,2,7,1,644.23
NS24149Z,27600,43,1,1,1,0,1,2,1,1,1,1,1,0,0,1,0,1,2,0,1,1,1,5,2,1,1,3,0,2,1,2,1,-91,-91,1,4,4,2,14,1,1,1,1,1,1,2,1,644.23
NS15515F,16800,31,2,1,2,0,1,2,1,13,1,2,1,0,0,1,0,0,2,0,2,1,1,3,2,1,-1,3,11,2,4,1,1,-91,-91,1,4,4,2,19,1,1,1,1,1,2,4,2,644.23
NS23960A,4173,39,2,1,2,2,1,6,1,14,1,2,1,0,1,2,0,0,2,0,5,1,2,1,2,1,2,3,8,2,3,2,1,-91,-91,1,4,4,2,12,0,10,2,1,1,1,2,2,644.34
NS21726H,16354,37,1,1,2,0,1,2,1,20,1,1,1,0,0,1,1,0,2,0,4,1,2,2,2,1,1,3,0,2,1,1,1,-91,-91,1,4,4,2,17,1,0,1,1,1,1,2,2,644.57
NS24375H,-92,42,2,1,2,2,1,2,1,16,1,2,1,0,2,1,0,0,2,0,1,1,4,0,2,-1,1,2,3,2,3,2,1,-91,-91,1,4,4,2,10,-1,10,2,1,1,1,4,1,645.96
NS15684T,3322.8,46,2,1,2,3,1,2,1,-99,1,2,1,0,2,2,0,0,2,0,-99,1,2,3,2,2,2,2,0,2,1,1,2,2,2,9,4,4,2,12,0,0,1,1,1,1,4,2,646
NS12415R,56000,37,3,1,2,2,1,2,1,14,1,2,1,0,2,1,0,0,2,0,4,1,1,1,2,1,1,3,4,2,3,1,2,1,2,9,4,4,2,15,1,1,2,1,1,2,2,1,646.65
NS19892Y,7000,36,3,1,1,2,1,4,1,2,1,1,1,0,2,1,0,0,3,0,4,1,2,3,2,1,2,2,0,2,1,1,2,2,2,9,4,4,2,14,0,0,1,1,1,2,4,1,646.65
NS12616X,5616,39,2,1,1,0,1,2,2,-98,-98,2,-98,0,0,1,0,0,4,1,6,2,3,1,2,2,2,2,0,2,1,1,1,-91,-91,1,4,4,2,10,-1,-1,1,1,1,1,7,2,646.65
NS23383E,1638,42,2,1,2,0,1,2,1,20,2,3,2,0,0,1,2,0,2,0,7,5,1,5,2,2,2,3,0,-1,1,1,2,2,2,9,4,4,2,14,1,0,1,1,1,2,5,1,646.65
NS21295H,-999,30,1,1,2,0,1,2,1,1,1,1,1,0,0,1,0,0,2,0,4,7,1,2,2,2,1,3,3,2,-1,1,2,2,2,9,4,4,2,14,-1,1,1,1,1,2,2,2,646.65
NS12305V,-999,31,4,1,2,0,1,2,1,15,1,2,1,0,0,2,0,0,2,0,1,1,2,5,1,-92,1,2,1,2,2,1,2,2,2,9,4,4,2,10,-1,6,1,1,1,2,4,3,646.65
NS13806C,70000,40,1,1,2,0,1,2,1,-99,-99,1,-99,0,0,1,0,1,3,0,-99,1,1,4,2,1,1,3,3,2,3,1,2,2,2,9,4,4,2,16,1,2,1,1,1,1,4,2,648.27
NS23027K,-91,12,10,2,2,2,1,5,1,-98,-98,3,-98,0,2,1,1,0,5,1,6,1,4,-91,2,2,2,3,1,2,1,1,2,1,1,9,4,4,1,13,-1,0,1,1,1,1,4,2,650
NS24026E,25000,43,1,1,2,-995,1,2,1,20,1,2,1,0,1,2,0,0,2,0,2,5,1,5,2,2,2,-94,0,2,2,1,1,-91,-91,1,4,4,2,14,1,1,1,1,1,2,5,2,650.31
NS19912T,-1,40,2,1,2,2,1,2,1,15,1,2,1,0,2,1,0,1,2,0,6,1,2,5,2,2,-1,3,4,2,2,1,1,-91,-91,1,4,4,2,14,1,2,1,1,1,2,5,2,651.85
NS12418V,10400,39,2,1,2,2,1,2,1,2,1,2,1,0,2,1,0,0,2,0,1,1,1,4,2,2,1,3,0,2,1,2,2,2,2,9,4,4,2,12,1,1,1,1,1,2,4,2,652.96
NS21725G,37700,23,1,1,2,1,1,2,1,1,3,1,5,0,1,1,1,0,2,0,2,7,1,5,2,1,1,3,0,1,2,2,1,-91,-91,1,4,4,2,16,-1,3,1,1,1,1,7,2,653.85
NS22004X,37560,22,1,1,2,0,1,1,1,1,1,1,1,0,0,1,1,0,2,0,1,1,2,4,2,2,2,2,1,2,2,2,1,-91,-91,1,4,4,2,16,1,1,1,1,1,2,2,2,653.85
NS15319F,35587.76,29,1,1,2,1,1,2,1,16,1,2,1,0,1,1,0,0,2,0,5,1,2,4,2,1,2,2,0,2,2,1,2,2,1,9,4,4,2,8,0,0,1,1,1,1,2,1,653.85
NS18227H,23805.6,39,1,1,2,0,1,2,1,2,2,1,2,0,0,1,0,0,2,0,2,1,1,5,2,1,2,1,7,2,3,2,1,-91,-91,1,4,4,2,12,-1,4,1,1,1,2,5,2,653.85
NS17540A,19200,33,1,1,2,1,1,2,1,8,1,1,1,0,1,1,0,0,2,0,5,1,1,2,2,1,2,3,0,2,1,1,1,-91,-91,1,4,4,2,12,-1,0,1,1,1,2,2,2,653.85
NS19700S,19000,47,1,1,2,1,1,4,1,-98,-98,1,-98,0,0,2,0,0,4,1,2,7,1,3,2,2,1,3,2,2,1,1,1,-91,-91,1,4,4,2,14,1,3,1,5,2,2,1,2,653.85
NS24553W,16800,31,1,1,2,0,1,2,2,-98,-98,1,-98,0,0,2,0,0,4,1,3,7,3,2,2,1,1,3,5,2,3,2,1,-91,-91,1,4,4,2,15,-1,1,1,1,1,2,7,1,653.85
NS21753N,15600,26,2,1,2,0,1,1,1,-99,1,2,1,0,0,1,1,1,2,0,-99,1,3,5,1,1,2,3,5,2,3,1,1,-91,-91,1,4,4,2,8,-1,5,1,1,1,2,4,1,653.85
NS13969A,7020,36,2,1,2,0,1,2,1,7,1,2,1,0,0,2,0,0,2,0,4,1,2,3,2,-1,-1,3,0,2,2,2,1,-91,-91,1,4,4,2,18,0,10,1,1,1,1,4,2,653.85
NS21081E,7000,28,4,1,2,0,1,2,1,16,1,2,1,0,0,1,0,0,3,0,4,1,2,3,1,1,2,3,0,2,2,2,2,2,2,9,4,4,2,11,-1,0,1,1,1,1,5,2,653.85
NS24210H,3806.4,32,2,1,2,1,1,2,1,19,1,2,1,0,1,1,1,0,2,0,4,1,2,2,2,1,2,3,0,2,1,1,2,1,1,9,4,4,2,13,0,0,2,1,1,1,2,1,653.85
NS20479G,-91,44,10,1,2,0,1,5,1,20,3,3,8,0,0,1,0,0,2,0,7,1,1,2,2,1,2,3,0,2,1,1,2,1,1,9,4,4,2,13,0,0,1,1,1,1,1,1,653.85
NS11350R,-91,31,10,2,2,2,1,7,1,20,1,3,1,0,1,2,0,0,2,0,4,1,-1,2,2,1,1,3,0,2,2,1,2,1,2,3,4,1,2,11,1,0,2,1,1,1,2,3,653.85
NS12772M,-92,39,1,1,2,0,1,2,1,16,1,1,1,0,0,1,0,0,2,0,2,-92,2,2,2,1,1,3,0,2,1,2,1,-91,-91,1,4,4,2,16,1,1,2,1,1,1,2,1,653.85
NS19558V,-92,39,1,1,1,0,1,1,1,-99,1,1,1,0,0,1,1,0,2,0,-99,1,1,3,2,1,-92,2,-92,2,-92,2,1,-91,-91,1,4,4,2,16,1,2,1,1,1,2,2,1,653.85
NS19342P,-92,40,2,1,2,1,1,2,1,1,1,2,1,0,1,1,1,0,2,0,-94,1,1,5,2,2,1,3,1,2,2,2,1,-91,-91,1,4,4,2,17,1,0,1,1,1,1,2,2,653.85
NS22048E,33000,31,1,1,2,1,1,2,1,-98,-98,1,-98,0,1,1,0,0,5,1,1,1,1,5,2,1,1,2,1,2,2,1,2,2,2,9,4,4,2,8,1,1,1,1,1,2,5,1,654.27
NS24097S,13311.48,35,2,1,1,1,1,2,1,15,1,2,1,0,1,2,0,0,2,0,2,1,1,2,2,1,1,3,4,2,3,1,2,2,2,9,4,4,2,14,1,1,1,1,1,2,4,2,654.27
NS13013B,-999,35,2,1,2,0,1,2,1,15,1,2,1,0,0,1,1,0,2,0,2,1,3,4,1,2,1,3,0,2,2,1,1,-91,-91,1,4,4,2,13,1,0,2,1,1,2,2,1,654.5
NS17734P,21120,24,1,1,2,0,1,2,1,15,1,1,1,0,0,1,1,0,2,0,5,1,3,2,2,2,2,3,1,2,2,1,2,2,2,9,4,4,2,10,0,3,1,1,1,1,4,2,657.04
NS10039K,-91,33,10,1,2,2,1,2,1,15,1,3,1,0,2,2,0,1,2,0,1,1,2,5,2,2,2,3,0,2,1,2,1,-91,-91,9,4,4,2,11,-1,0,1,1,1,2,4,2,657.69
NS15365Z,-91,38,10,1,2,1,1,2,1,4,1,3,1,0,2,1,0,0,2,0,2,1,1,0,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,13,1,0,1,1,1,2,4,1,657.74
NS10578Y,30000,39,1,1,2,0,1,1,1,6,1,1,1,0,0,1,1,0,2,0,2,2,1,3,2,1,1,3,7,1,3,2,1,-91,-91,1,4,4,2,13,1,5,1,1,1,2,5,2,658.2
NS17062F,-1,48,2,1,2,2,1,2,1,20,1,2,1,0,2,1,1,0,2,0,4,4,2,5,2,2,1,3,5,1,3,1,1,-91,-91,1,4,4,2,5,1,0,1,1,1,1,5,1,658.2
NS21523A,-91,34,10,2,2,1,1,4,2,-98,-98,3,-98,0,0,2,0,0,1,1,6,1,2,2,2,1,2,3,0,2,1,1,1,-91,-91,1,4,4,2,13,1,0,1,1,1,1,7,2,658.73
NS21521Y,-91,28,10,1,2,2,1,2,1,1,1,3,1,0,1,3,0,0,2,0,1,1,1,5,1,1,2,3,1,2,2,2,1,-91,-91,1,4,4,2,16,1,2,1,1,1,2,7,1,659.35
NS12715Y,15120,29,1,1,2,0,1,2,1,-99,1,1,1,0,0,1,0,1,2,0,-99,2,2,5,-1,1,2,3,0,2,1,1,2,2,2,9,4,4,2,13,0,1,2,1,1,2,2,1,660.97
NS20790S,5434,34,2,1,2,3,1,1,1,13,1,2,1,0,2,2,0,0,2,0,3,1,2,4,2,-1,2,3,0,2,2,2,1,-91,-91,1,4,4,2,14,-1,0,1,1,1,1,2,1,661.89
NS13574F,-92,44,2,1,2,0,1,2,1,2,1,2,1,0,0,1,0,0,2,0,2,1,2,-91,2,2,2,3,2,2,2,1,2,2,2,9,4,4,2,13,1,4,1,1,1,2,2,2,661.89
NS16043X,30000,44,1,2,2,1,1,2,1,9,1,1,1,0,1,1,0,1,3,0,2,8,1,5,2,1,1,3,3,2,2,1,2,2,2,9,4,4,2,18,1,6,1,1,1,2,4,3,663.46
NS24158S,-1,37,2,1,2,0,1,2,1,15,1,2,1,0,0,1,0,0,2,0,2,1,3,4,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,20,1,1,1,1,1,1,3,2,663.46
NS16844Q,-91,39,10,1,2,2,1,2,1,20,1,3,1,0,1,2,0,0,2,0,4,3,1,3,2,2,2,3,0,2,1,1,1,-91,-91,1,4,4,2,14,-1,0,1,1,1,2,5,1,663.46
NS14327C,90000,35,1,1,2,1,1,2,1,1,1,1,1,0,0,2,0,1,2,0,1,1,1,4,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,16,1,1,1,1,1,1,4,3,664.2
NS17168P,10920,39,1,1,1,2,1,2,1,2,1,1,1,0,1,2,0,0,2,0,1,1,1,5,2,1,2,3,2,2,1,2,1,-91,-91,1,4,4,2,13,1,2,1,1,1,2,2,1,668.27
NS22701J,32000,38,3,1,2,0,1,2,1,1,1,1,1,0,0,1,0,0,2,0,1,1,1,5,2,1,1,3,5,2,3,2,2,2,2,9,4,4,2,16,1,0,1,1,1,1,4,2,668.36
NS20869W,-92,21,2,1,2,1,1,2,1,3,2,2,2,0,2,1,0,0,2,0,1,1,1,5,2,1,1,3,5,2,3,2,1,-91,-91,9,4,4,2,9,0,1,2,1,1,2,7,2,668.36
NS22411X,1417,20,2,1,2,0,1,6,1,13,1,2,1,0,0,1,0,0,2,0,2,1,4,-91,2,2,1,3,2,2,4,1,2,2,1,7,4,4,2,12,0,2,1,1,1,1,4,1,669
NS19658X,27300,33,1,1,2,1,1,2,1,3,1,1,1,0,1,1,1,0,2,0,6,1,-1,4,2,1,2,3,0,2,2,1,1,-91,-91,1,4,4,2,13,1,0,1,1,1,1,4,3,669.75
NS16762A,26000,38,1,1,2,1,1,2,1,-98,-98,1,-98,0,1,1,0,0,3,1,3,7,1,2,1,2,-1,3,0,2,1,1,1,-91,-91,1,4,4,2,14,0,3,1,1,1,2,5,2,669.75
NS13813T,-91,25,10,1,2,3,1,8,1,1,3,3,9,1,2,1,0,0,2,0,2,1,3,3,2,1,1,3,0,2,1,1,2,2,2,9,4,4,2,16,-1,0,2,1,1,1,5,1,669.75
NS15122N,-91,43,10,1,2,3,1,4,2,-98,-98,3,-98,0,2,2,1,0,6,1,8,7,1,2,-1,2,2,3,1,2,1,1,1,-91,-91,1,4,4,2,15,-1,0,1,1,1,1,4,1,669.75
NS23371H,60000,41,1,1,2,0,1,2,1,4,1,3,1,0,0,1,1,0,2,0,2,2,1,3,2,1,1,3,4,2,3,2,1,-91,-91,1,4,4,2,12,0,0,1,1,1,2,4,3,673.08
