NSID,W1GrssyrMP,W1yschat1,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1wrkfulldad,W1wrkfullmum,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,W1IndSchool,W1marstatmum,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W2ghq12scr,W2disc1YP,W2depressYP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6DebtattYP,W8DDEGP,W8DGHQSC,W8DAGEYCH,W8DMARSTAT,W8DACTIVITYC,W8DWRK,W8CMSEX,W8TENURE,W8QMAFI,W8GROW,W8PUSA
NS10194Z,39000,44,1,1,2,0,1,2,1,-98,1,-98,0,0,1,0,0,-98,1,2,1,2,2,2,2,1,3,-97,-97,-97,1,2,1,2,9,4,4,2,14,-1,0,0,2,1,1,2,7,1,153.85,1200
NS11174F,3900,30,1,1,2,1,1,1,2,20,1,3,0,1,1,1,0,2,0,5,4,4,3,2,2,2,3,1,2,1,1,2,2,2,9,4,4,2,12,-1,0,-1,2,1,1,1,5,3,154.73,1200
NS12910X,-91,38,5,1,2,2,1,4,1,15,3,2,0,1,2,0,0,3,0,3,1,2,0,2,2,2,3,0,2,1,1,2,2,2,9,4,4,2,10,-1,0,-1,1,5,2,1,4,1,166.51,1200
NS11218V,-1,30,1,1,2,0,1,2,1,9,1,1,0,0,1,0,0,2,0,2,1,2,3,2,2,1,3,1,2,1,1,2,1,1,9,4,4,2,8,0,0,-1,2,1,1,2,4,3,173.21,1200
NS13971L,-91,44,10,2,2,0,1,4,1,3,-98,3,0,0,1,0,0,1,1,7,1,1,5,2,-1,2,3,2,2,2,1,2,2,2,9,4,4,2,6,-1,1,0,1,1,1,2,4,3,184.62,1200
NS13321A,7500,26,2,1,2,0,1,2,1,14,1,2,0,0,2,0,0,2,0,2,1,2,2,2,1,2,3,0,2,1,1,2,1,2,9,4,4,2,10,0,0,-1,1,1,1,2,4,2,199.08,1200
NS25000E,-91,37,10,1,2,3,1,5,1,15,1,3,1,2,1,0,0,2,0,5,1,3,1,1,-1,1,3,0,-1,1,1,2,2,1,9,4,4,2,12,-1,1,-1,1,1,1,1,4,2,200,1200
NS23759L,3952,35,2,2,1,1,1,2,1,9,-98,2,0,0,2,0,0,4,1,6,1,1,4,2,1,2,3,1,-1,2,1,2,2,2,9,4,4,1,8,0,0,7,2,1,1,2,7,1,200.23,1200
NS19560F,12844,21,1,1,1,1,1,2,1,20,1,3,0,1,2,1,0,2,0,5,1,3,-91,1,2,1,3,0,2,2,1,2,2,2,9,4,4,2,12,-1,2,-1,2,1,1,1,4,4,211.54,1200
NS21225W,-91,20,10,2,1,1,1,5,2,16,-98,3,0,1,1,1,0,4,1,7,1,3,-91,2,1,1,3,0,2,1,1,2,2,2,9,4,4,2,12,0,1,-1,1,1,1,2,4,2,220.32,1200
NS12478M,4932.72,44,2,1,2,2,1,5,2,16,-98,2,0,1,2,0,0,5,1,7,1,2,3,2,2,1,3,2,2,1,1,2,2,1,9,4,4,2,9,0,12,-1,1,1,1,2,4,3,221.15,1200
NS15725E,-91,40,10,1,2,2,1,2,1,16,1,3,0,2,1,0,0,2,0,5,1,3,4,2,2,2,3,0,2,2,1,2,2,1,9,4,4,2,10,0,0,-1,1,1,1,2,4,3,227.48,1200
NS24065G,15969.2,40,1,2,2,0,1,2,2,6,1,1,0,0,1,0,0,2,0,6,1,4,5,1,1,1,3,1,1,1,1,2,2,2,9,4,4,2,14,0,0,-1,2,1,1,2,2,1,235.57,1200
NS20386W,9843.6,29,1,1,1,0,1,4,1,15,-98,1,0,0,1,1,0,5,1,3,1,3,-91,2,1,1,3,2,2,4,1,2,2,2,9,4,4,2,6,0,1,-1,1,1,1,1,2,2,235.57,1200
NS22492E,4680,35,2,1,2,1,1,4,1,20,3,2,0,1,1,0,0,2,0,7,1,1,0,2,2,1,3,0,2,2,1,2,2,2,9,4,4,2,12,-1,4,-1,1,1,1,1,4,2,240,1200
NS13646B,-91,30,10,1,1,2,1,4,1,19,2,3,0,2,1,0,0,2,0,5,1,3,2,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,13,0,0,-1,1,1,1,2,4,2,240.38,1200
NS16310R,12000,35,1,1,2,0,1,6,1,2,1,1,0,0,1,1,0,2,0,2,1,2,5,2,1,2,3,0,2,1,1,2,1,2,4,4,2,2,10,0,0,-1,1,1,1,2,2,1,254.04,1200
NS20124X,-1,34,2,1,2,0,1,2,1,20,1,2,0,0,1,1,0,2,0,6,1,2,4,2,-1,2,3,2,2,3,1,1,-91,-91,1,4,4,2,13,1,1,1,2,1,1,2,2,3,254.04,1200
NS22367Z,7048.08,34,2,1,2,0,1,2,1,15,1,2,0,0,1,0,0,2,0,2,1,1,5,2,1,2,3,0,2,2,2,2,2,2,9,4,4,2,19,0,3,1,1,1,1,2,4,4,259.62,1200
NS17276J,17472,40,1,1,2,1,1,2,1,14,1,1,0,1,1,0,0,2,0,2,1,1,3,2,2,2,3,5,2,4,2,2,2,1,9,4,4,2,11,0,4,-1,1,1,1,2,3,1,269.23,1200
NS23009Y,2180.88,37,2,1,2,1,1,1,2,15,-98,2,0,1,1,0,0,4,1,7,1,1,3,1,1,1,3,0,1,1,2,1,-91,-91,1,4,4,2,15,1,10,-1,1,1,1,1,2,2,269.23,1200
NS12695C,-91,39,10,1,2,0,1,1,2,20,-98,3,0,0,2,0,0,2,1,8,5,2,5,2,2,1,3,0,2,-1,2,2,1,2,3,4,1,2,10,0,7,-1,1,1,1,2,2,2,269.25,1200
NS20918Z,28800,43,1,1,2,1,1,4,1,-98,1,-98,0,1,2,0,0,-98,1,2,2,2,-91,-1,2,2,3,0,2,1,1,2,2,2,9,4,4,2,8,0,2,-1,1,1,1,2,4,2,270.21,1200
NS18047S,4455.36,36,2,1,2,1,1,2,1,16,1,2,0,1,1,0,0,2,0,6,1,1,5,2,2,1,3,2,2,1,1,2,1,1,9,4,4,2,11,-1,0,-1,1,1,1,2,7,1,275,1200
NS13216J,5460,38,2,1,2,0,1,2,1,20,1,2,0,0,2,0,0,2,0,1,1,2,3,2,1,1,3,0,2,1,1,2,2,2,9,4,4,2,7,0,0,-1,2,1,1,1,4,2,277.14,1200
NS10406G,-91,38,10,1,2,2,1,5,1,15,1,3,0,2,1,0,0,2,0,2,1,1,4,2,1,1,3,1,2,2,1,2,1,2,1,4,4,2,13,1,7,-1,1,1,1,2,4,3,300.23,1200
NS17943M,18000,40,1,1,2,0,1,2,1,15,-98,1,0,0,1,0,0,5,1,2,1,1,3,2,2,1,3,3,2,2,2,1,-91,-91,1,4,4,2,15,1,10,-1,1,1,1,2,2,3,307.69,1200
NS13599A,8985.6,47,1,1,2,2,1,2,1,5,1,1,0,1,2,1,0,2,0,-99,1,2,4,2,2,2,3,0,2,1,2,2,1,2,1,4,4,2,16,-1,2,-1,1,1,1,2,4,2,317.09,1200
NS24725T,9360,28,1,1,1,0,1,6,2,20,1,1,0,0,1,1,0,2,0,6,1,2,4,2,2,2,3,0,2,1,1,2,1,2,9,4,4,2,14,0,5,-1,2,1,1,2,2,3,320.55,1200
NS15314A,-91,30,10,1,2,2,1,2,1,16,1,3,0,2,1,1,0,2,0,2,1,1,4,2,1,1,3,0,2,2,1,2,1,2,4,4,2,2,15,0,3,-1,1,1,1,1,4,2,323.33,1200
NS10227S,-91,41,10,1,2,3,1,2,2,9,1,3,0,2,2,0,0,2,0,1,1,2,2,2,1,1,1,0,2,1,1,2,2,2,9,4,4,2,12,-1,0,-1,1,1,1,2,4,2,324.5,1200
NS17094R,7415.2,30,1,1,2,1,1,2,1,20,1,1,0,1,1,0,0,2,0,5,1,3,2,2,1,2,3,1,2,2,1,2,2,2,9,4,4,2,8,-1,1,-1,2,1,1,2,4,1,331.64,1200
NS24995K,-91,33,10,2,2,3,1,2,1,7,1,3,1,2,1,0,0,2,0,2,1,2,5,2,2,1,3,3,2,2,1,1,-91,-91,1,4,4,2,10,1,1,0,1,1,1,2,4,2,334.87,1200
NS10219A,-92,31,2,1,2,0,1,2,1,16,1,2,1,0,1,0,0,2,0,7,1,1,3,2,2,1,3,10,2,4,2,1,-91,-91,1,4,4,2,7,0,6,-1,1,1,1,2,4,2,337.5,1200
NS12848M,-92,-97,1,2,2,0,1,4,1,13,1,1,0,0,1,0,0,2,0,6,1,3,1,-97,-97,-97,3,7,1,3,2,2,2,2,9,4,4,2,14,-1,11,8,2,1,1,1,7,2,346.42,1200
NS18768Y,-91,30,10,1,2,3,1,1,1,16,1,3,1,2,1,0,0,2,0,6,5,2,5,2,2,2,3,0,1,1,2,1,-91,-91,1,4,4,2,13,-1,0,-1,2,1,1,2,7,1,357.69,1200
NS22139N,9600,40,1,1,2,1,1,2,1,9,1,1,0,1,2,0,0,2,0,-99,1,3,5,2,2,1,3,0,2,2,1,1,-91,-91,9,4,4,2,12,1,1,-1,1,1,1,2,7,2,369.52,1200
NS25046P,43000,31,1,1,2,0,1,1,1,4,1,1,0,0,1,0,0,2,0,1,1,2,3,2,1,1,3,1,2,1,2,1,-91,-91,1,4,4,2,15,1,0,-1,2,1,1,2,2,1,376.92,1200
NS18887N,22100,38,1,1,2,1,1,1,1,-98,1,-98,0,0,2,0,0,-98,1,-99,1,3,3,2,1,1,3,3,2,3,1,2,2,2,9,4,4,2,0,0,4,-1,1,1,1,1,4,2,380,1200
NS22157A,3198,28,2,1,2,1,1,2,1,16,1,2,0,1,1,1,0,2,0,5,1,3,3,1,2,1,3,-92,2,3,1,2,2,2,9,4,4,2,14,-1,0,-1,1,1,1,1,5,2,380,1200
NS18700X,-92,25,3,1,2,0,1,6,1,15,1,1,0,0,1,1,0,2,0,4,1,4,2,2,1,2,3,0,2,2,1,2,1,1,9,4,4,2,3,0,0,-1,1,1,1,1,4,2,400,1200
NS10295C,11934,-97,2,1,2,1,1,2,1,15,-98,2,0,0,2,0,0,5,1,2,1,2,3,-97,-97,-97,3,0,2,2,1,1,-91,-91,1,4,4,2,15,-1,1,-1,1,1,1,2,5,1,403.85,1200
NS23889X,15600,31,1,1,2,1,1,2,1,14,1,2,0,1,2,0,0,2,0,6,1,3,1,2,2,1,3,1,2,2,1,2,1,2,9,4,4,2,7,0,3,-1,2,1,1,2,4,1,413.46,1200
NS12030R,11000,46,1,1,2,1,1,2,1,15,1,1,0,0,2,0,0,2,0,1,1,2,1,2,2,2,3,1,2,3,2,1,-91,-91,1,4,4,2,19,1,0,-1,2,1,1,2,4,2,413.46,1200
NS21970D,-91,38,10,2,2,2,1,1,2,20,3,3,0,2,1,1,0,2,0,4,3,1,5,1,2,2,3,1,1,2,1,2,1,2,9,4,4,2,14,-1,0,-1,2,1,1,1,2,1,442.31,1200
NS25949M,8008,43,2,1,2,1,1,2,2,6,1,2,0,1,1,0,0,2,0,5,1,-1,5,2,1,2,2,0,2,2,1,2,2,2,9,4,4,2,10,1,1,-1,1,1,1,2,2,1,461.54,1200
NS23748Q,5158.4,35,2,1,2,0,1,2,1,15,3,2,0,0,2,0,0,2,0,6,1,2,4,2,1,1,3,0,2,1,1,1,-91,-91,1,4,4,2,14,0,1,-1,2,1,1,2,2,2,461.54,1200
NS25832H,-92,42,1,1,2,0,1,2,1,14,-99,1,0,0,1,0,0,3,0,2,1,3,4,2,2,2,3,2,2,1,1,2,2,2,9,4,4,2,13,0,1,-1,1,1,1,1,2,2,461.54,1200
NS18664R,-91,45,10,2,2,3,1,2,1,15,1,3,0,3,1,0,0,3,0,4,1,1,4,2,2,2,3,0,2,1,2,2,1,2,9,4,4,2,10,0,0,0,2,1,1,1,4,1,484.99,1200
NS26114B,-91,32,10,1,2,1,1,2,1,16,1,3,0,1,1,1,0,2,0,2,1,4,3,2,1,2,3,0,2,2,1,2,2,1,9,4,4,2,12,-1,0,-1,1,1,1,1,4,2,500,1200
NS18435E,9035,40,2,1,2,1,1,2,1,16,1,2,0,0,2,0,0,2,0,2,1,1,4,2,2,2,3,2,2,2,1,1,-91,-91,1,4,4,2,13,1,0,-1,1,1,1,1,2,1,500.23,1200
NS15721A,30000,34,1,1,2,0,1,2,1,15,1,1,0,0,1,1,0,2,0,-94,1,1,3,2,1,1,3,10,2,4,1,2,2,2,9,4,4,2,10,1,0,-1,1,1,1,2,4,2,509.93,1200
NS16364T,-91,37,10,2,2,3,1,2,2,-98,3,-98,0,2,1,0,0,-98,1,-94,1,4,4,2,1,2,3,0,2,1,1,2,1,1,9,4,4,2,10,0,0,-1,1,1,1,1,2,1,510.33,1200
NS20620D,51672,25,1,1,1,1,1,2,1,5,1,1,0,1,1,0,0,3,0,3,1,2,1,2,1,1,3,3,2,3,1,2,2,2,9,4,4,2,14,0,2,0,2,1,1,1,2,2,528.85,1200
NS12118N,11232,34,1,1,2,0,1,2,1,2,1,1,0,0,1,1,0,2,0,-99,1,1,5,2,1,2,3,0,2,2,2,1,-91,-91,1,4,4,2,10,1,3,-1,1,1,1,2,4,2,536.95,1200
NS12793C,1712.88,39,2,1,2,3,1,2,1,14,1,2,0,3,1,0,0,2,0,5,1,3,-91,2,2,1,3,0,2,1,1,2,2,2,9,4,4,2,13,-1,0,-1,1,1,1,1,2,2,550.92,1200
NS16425T,10548,46,2,1,2,0,1,2,1,4,1,2,0,0,1,0,0,2,0,2,1,1,5,2,1,2,3,1,2,1,2,1,-91,-91,1,4,4,2,13,1,0,-1,1,1,1,2,7,2,551.27,1200
NS16238M,-91,38,10,1,2,1,1,3,1,15,1,3,0,1,1,0,0,2,0,3,1,1,4,2,1,1,3,2,2,2,1,2,2,2,9,4,4,2,14,1,2,-1,1,1,1,2,4,2,571.75,1200
NS23877A,28000,29,1,1,2,1,1,2,1,15,1,1,0,1,1,0,0,2,0,2,1,2,4,1,1,1,3,8,2,3,1,1,-91,-91,1,4,4,2,13,1,7,-1,1,1,1,2,4,3,576.92,1200
NS10525X,-1,36,1,1,2,0,1,1,1,15,1,1,0,0,1,1,0,2,0,1,1,4,1,2,2,2,3,0,2,1,1,2,2,2,9,4,4,2,10,-1,1,-1,1,1,1,1,2,2,615.38,1200
NS10459H,11604,37,1,1,2,1,1,2,1,7,1,1,0,1,1,0,0,2,0,2,1,1,5,2,2,2,3,2,2,2,1,1,-91,-91,1,4,4,2,17,-1,3,-1,1,1,1,2,2,1,854.04,1200
NS25214H,40000,38,1,1,2,0,1,2,1,8,1,2,0,0,1,1,0,2,0,2,1,1,2,2,1,2,3,0,2,2,1,1,-91,-91,1,4,4,2,13,1,0,-1,2,1,1,1,4,1,865.38,1200
NS22125P,1305.2,46,2,1,2,0,1,2,2,20,1,2,0,0,1,1,0,2,0,-99,3,-1,5,2,2,2,3,2,2,4,1,2,2,2,9,4,4,2,11,-1,-1,-1,2,1,1,1,1,1,865.38,1200
NS21712J,-91,35,10,1,1,2,1,4,2,20,1,3,0,1,2,1,0,2,0,7,3,-1,2,2,2,2,1,0,2,-1,1,2,2,2,9,4,4,2,12,0,2,-1,2,1,1,1,4,1,875,1200
NS23862A,-91,40,5,2,2,2,1,1,2,20,3,3,0,1,2,0,0,2,0,8,4,1,4,2,2,2,3,2,-1,3,2,2,2,2,9,4,4,2,14,-1,0,-1,2,1,1,1,7,2,384.76,1220
NS22351Y,5000,31,4,1,1,4,1,2,1,8,1,2,2,1,2,0,0,2,0,2,1,1,4,-92,1,1,3,2,2,2,2,1,-91,-91,1,4,4,2,17,0,0,-1,1,1,1,1,4,2,479.46,1220
NS25547B,-91,29,10,1,1,2,1,5,1,15,-98,3,0,0,1,0,0,5,1,3,1,2,2,2,1,1,3,3,2,3,1,2,2,2,9,4,4,2,11,-1,0,2,1,1,1,2,5,2,15.7,1228
NS19246R,4617.6,36,2,1,2,1,1,2,1,14,1,2,0,0,2,1,0,2,0,1,1,1,3,2,1,-1,3,4,2,3,1,2,1,2,3,4,1,2,11,1,1,-1,1,5,2,2,2,1,-1,1250
NS20030K,-91,38,5,1,2,3,1,6,2,20,3,3,1,0,3,1,0,2,0,8,8,3,2,2,2,1,3,6,2,4,2,2,1,2,4,4,2,2,16,-1,1,2,2,4,2,2,4,2,-1,1250
NS11399E,-1,42,2,1,1,0,1,1,1,3,1,2,0,0,1,1,0,2,0,1,1,1,3,2,2,2,1,9,2,4,2,1,-91,-91,1,4,4,2,11,1,5,-1,1,1,1,2,1,2,288.68,1250
NS17743H,16890,28,1,1,2,0,-999,-999,-91,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1,1,2,2,1,2,2,0,2,2,1,2,2,2,9,4,4,2,12,-1,10,-1,1,1,1,2,3,1,329,1250
NS18276E,7200,31,2,1,1,1,1,2,1,2,1,2,0,1,2,0,0,2,0,3,1,2,0,2,1,2,1,0,2,2,2,2,2,2,9,4,4,2,9,-1,2,-1,2,1,1,1,4,2,342.31,1250
NS17776V,23000,41,1,1,2,1,1,2,1,20,1,2,0,1,1,0,0,2,0,6,1,2,4,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,14,1,2,-1,1,1,1,2,4,2,346.42,1250
NS12258T,9154.08,37,2,1,2,0,1,2,1,15,1,2,0,0,1,0,0,2,0,2,1,2,3,2,1,1,3,3,2,3,2,1,-91,-91,1,4,4,2,14,1,7,-1,1,1,1,2,4,2,461.58,1250
NS17894J,-1,-96,3,1,2,1,1,1,1,5,1,1,0,0,2,0,0,2,0,4,1,1,4,-96,-96,-96,2,1,2,1,2,1,-91,-91,1,4,4,2,13,1,10,-1,1,1,1,2,2,1,490.76,1250
NS21377Y,-91,30,10,1,2,3,1,2,1,15,1,3,0,3,1,0,0,2,0,6,1,2,5,2,2,2,3,7,2,3,1,2,2,2,9,4,4,2,11,0,5,3,1,1,1,1,4,2,519.23,1250
NS24013G,9500,40,2,1,2,1,1,2,1,15,1,2,0,1,1,0,0,2,0,3,1,1,3,2,2,1,3,0,2,1,1,1,-91,-91,1,4,4,2,13,1,0,-1,1,1,1,1,7,2,557.69,1250
NS14941Y,15000,33,1,1,2,2,1,1,1,15,1,1,0,2,1,0,0,2,0,2,1,2,5,2,2,-1,3,0,2,2,1,1,-91,-91,1,4,4,2,13,1,3,-1,1,1,1,1,4,2,615.38,1250
NS23154S,7092.8,22,2,1,2,1,1,2,1,15,1,2,0,1,1,0,0,2,0,3,1,4,1,2,1,2,3,1,-1,1,1,2,2,2,9,4,4,2,18,-1,0,-1,1,2,1,1,2,1,-1,1260
NS23430F,-91,32,10,1,2,1,1,4,1,16,3,3,0,1,1,0,0,2,0,6,1,2,3,1,1,1,3,6,2,3,2,2,1,2,4,4,2,2,11,0,0,-1,1,1,1,1,4,1,143.19,1262
NS22523W,15000,37,1,1,2,1,1,2,1,2,1,1,0,0,2,1,0,2,0,2,1,3,3,2,2,1,3,8,2,4,2,2,2,2,9,4,4,2,12,0,2,-1,1,1,1,2,2,1,328.85,1268
NS12737P,521.04,48,2,1,1,0,1,4,2,20,-98,2,0,0,1,0,0,5,1,7,1,3,1,2,2,2,2,8,1,4,1,2,1,2,9,4,4,2,4,-1,1,-1,1,1,1,1,4,1,319.87,1269
NS20629N,18200,43,1,1,2,0,1,2,1,3,1,1,0,0,1,0,0,2,0,3,1,2,3,2,1,1,3,1,2,2,1,1,-91,-91,1,4,4,2,14,1,2,2,2,1,1,1,2,1,877.6,1270
NS22526Z,4711.72,36,2,1,2,0,1,2,1,15,1,2,0,0,1,0,0,2,0,1,1,2,2,2,1,1,3,6,2,3,2,1,-91,-91,1,4,4,2,16,1,0,-1,1,1,1,2,4,1,557.69,1273
NS20940Z,25500,32,1,1,2,0,1,2,1,15,1,1,0,0,1,1,0,2,0,2,1,1,5,2,1,1,3,8,2,4,2,1,-91,-91,1,4,4,2,15,0,1,-1,1,1,1,2,2,2,742.96,1277
NS25685E,36000,36,3,1,2,2,1,2,1,8,1,2,0,2,1,0,0,2,0,4,1,1,5,2,2,2,3,0,2,2,2,2,1,2,3,4,1,2,14,1,3,-1,1,1,1,1,7,2,309.47,1289
NS13512L,13520,30,1,1,2,2,1,5,1,7,1,1,0,1,2,0,0,1,0,2,1,2,5,1,1,1,3,0,2,1,1,2,2,2,9,4,4,2,12,-1,1,1,1,9,2,2,4,2,-1,1290
NS15859V,-91,34,10,1,2,1,1,2,1,15,1,3,0,1,1,0,0,3,0,-99,1,1,1,2,2,-1,3,0,2,1,1,2,1,2,3,4,1,2,12,1,2,-1,1,1,1,1,4,3,315,1290
NS23749R,10920,43,1,1,2,1,1,2,1,4,1,1,0,1,1,0,0,2,0,6,1,1,4,2,1,1,3,4,2,2,1,2,2,2,9,4,4,2,19,0,1,-1,1,1,1,2,2,2,3695.15,1292
NS17459C,28000,41,1,1,2,2,1,2,1,2,1,1,0,2,2,0,0,2,0,5,1,1,4,2,-1,-1,3,3,-1,-1,1,2,1,2,9,4,4,2,11,-1,1,0,2,10,2,2,2,1,-1,1300
NS24588K,13728,41,2,1,2,1,1,2,1,6,-98,2,0,1,1,0,0,4,1,2,1,2,4,2,2,2,3,1,2,1,1,1,-91,-91,1,4,4,2,10,1,0,0,2,10,2,2,2,3,-1,1300
NS12306W,10698.48,45,2,1,2,0,1,4,1,9,-98,2,0,0,1,0,0,5,1,2,1,2,5,2,2,1,3,2,2,2,1,2,2,2,9,4,4,2,13,-1,10,1,2,9,2,2,4,3,-1,1300
NS19986K,5183.36,42,2,1,2,1,1,2,1,4,1,2,0,1,1,1,0,2,0,2,1,3,2,2,2,1,3,0,2,2,1,2,2,2,9,4,4,2,12,0,0,-1,1,2,1,2,1,2,-1,1300
NS23814E,1560,33,1,1,2,1,1,2,1,19,-98,1,0,0,2,0,0,5,1,6,1,2,4,-1,1,1,3,2,2,2,1,1,-91,-91,1,4,4,2,12,0,0,0,1,10,2,2,2,1,-1,1300
NS20041F,-1,33,1,1,2,0,1,2,1,2,1,1,0,0,1,0,0,2,0,1,1,2,3,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,10,1,10,-1,1,5,2,1,4,1,-1,1300
NS10167T,-91,26,10,1,2,2,1,2,1,20,3,3,0,2,2,1,0,2,0,8,3,1,5,2,2,2,3,1,2,1,1,2,2,2,9,4,4,2,11,-1,3,2,2,9,2,2,1,2,-1,1300
NS11006T,-92,37,2,2,2,2,1,5,1,20,-98,2,0,2,1,0,0,1,1,7,1,2,-91,2,-92,1,3,0,2,1,2,2,1,2,9,4,4,2,15,-1,0,2,1,2,1,2,2,1,-1,1300
NS13378F,-92,39,1,1,2,0,1,2,1,2,-98,1,0,0,1,1,0,4,1,1,1,1,1,2,1,1,3,0,2,1,2,1,-91,-91,1,4,4,2,11,1,1,-1,1,5,2,2,4,2,-1,1300
NS11003Q,7436,34,2,1,2,1,1,1,1,4,1,2,0,0,2,0,0,2,0,4,1,1,3,1,1,2,2,4,2,3,1,2,2,2,9,4,4,2,15,-1,8,-1,1,5,2,2,4,3,69.28,1300
NS21283L,-91,35,10,1,2,1,1,4,2,15,3,3,0,1,1,0,0,2,0,8,1,4,2,2,1,2,3,6,1,3,1,2,1,2,9,4,4,2,13,-1,1,2,2,1,1,2,4,2,77.6,1300
NS10783R,-91,40,10,1,2,2,1,2,2,20,3,3,0,1,2,0,0,2,0,7,5,-1,3,1,2,1,3,4,1,4,1,2,1,2,3,4,1,2,13,1,0,1,2,1,1,2,2,2,99.31,1300
NS14972H,-92,23,1,1,2,0,1,2,1,15,1,2,0,0,1,1,0,2,0,5,1,4,0,-1,1,1,3,0,1,2,1,2,2,2,9,4,4,2,7,0,-1,-1,1,1,1,2,4,2,100,1300
NS14958A,1638,34,2,1,2,2,-999,-999,-91,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1,3,1,1,1,1,3,5,2,4,1,2,2,2,9,4,4,2,10,0,0,3,1,1,1,2,4,2,111.32,1300
NS20169F,-91,30,10,1,2,1,1,4,1,20,3,3,0,1,1,0,0,2,0,7,1,2,4,2,1,1,3,6,2,4,1,1,-91,-91,1,4,4,2,17,1,6,4,2,1,1,2,2,2,131.5,1300
NS13979V,-1,41,1,1,2,2,1,2,1,5,1,1,0,2,1,0,0,2,0,-94,4,2,5,2,2,2,3,0,2,1,1,1,-91,-91,1,4,4,2,13,-1,0,1,2,1,1,2,2,1,176.92,1300
NS11874W,-91,34,9,2,1,1,1,4,1,19,3,3,0,1,1,0,0,2,0,6,1,2,-91,2,-92,-92,2,-92,2,3,2,2,2,2,9,4,4,2,6,0,11,-1,1,1,1,2,1,3,226.33,1300
NS16066P,-91,45,10,1,1,0,1,2,1,15,1,3,0,0,1,0,0,2,0,6,1,1,3,2,2,2,3,0,2,1,1,1,-91,-91,1,4,4,2,15,1,0,-1,2,1,1,2,7,1,230.19,1300
NS13265F,-91,30,10,1,1,0,1,2,1,15,3,3,0,0,1,0,0,2,0,4,1,3,3,2,2,2,3,3,2,3,1,2,2,2,9,4,4,2,12,1,11,-1,1,1,1,2,4,2,230.77,1300
NS24283Y,260,34,1,1,2,0,1,2,1,20,1,1,0,0,1,0,0,2,0,6,1,4,1,2,1,1,2,2,2,3,1,2,2,2,9,4,4,2,12,0,0,-1,2,1,1,2,2,1,230.95,1300
NS16180Z,-91,45,9,1,1,1,1,2,1,20,3,3,0,1,1,0,0,2,0,7,4,1,4,2,2,2,3,2,2,1,1,1,-91,-91,1,4,4,2,6,-1,4,0,2,1,1,2,2,3,233.26,1300
NS15367B,-91,46,10,1,2,1,1,2,1,20,-94,3,0,0,2,0,0,2,0,8,4,2,5,2,2,2,3,0,1,2,2,2,1,2,2,4,2,2,15,-1,0,-1,2,1,1,2,2,1,250,1300
NS19196M,2106,37,2,1,2,1,1,4,1,20,3,2,0,1,1,1,0,2,0,-99,1,4,3,2,1,2,3,0,1,-1,1,2,2,2,9,4,4,2,8,-1,0,0,1,1,1,2,2,1,254.04,1300
NS10181B,22000,32,1,1,1,2,1,2,1,5,1,1,0,0,3,0,0,2,0,2,1,3,-91,2,1,2,1,0,2,2,1,2,1,2,3,4,1,2,14,0,0,-1,1,1,1,2,4,3,269.23,1300
NS17699K,-1,34,1,1,2,2,1,2,1,6,1,1,0,2,1,0,0,2,0,2,1,2,3,2,1,2,3,0,2,1,2,2,1,2,9,4,4,2,15,0,1,2,1,1,1,2,4,3,277.14,1300
NS14716Q,-91,31,10,1,2,2,1,2,1,15,1,3,0,2,1,0,0,2,0,5,1,3,2,2,2,1,3,1,2,2,2,2,1,2,2,4,4,2,16,0,1,-1,2,1,1,2,2,2,277.14,1300
NS13117H,19000,37,1,1,2,0,1,2,1,6,1,1,0,0,1,0,0,2,0,2,1,3,4,2,1,1,3,1,2,1,1,2,1,1,9,4,4,2,8,0,0,1,2,1,1,1,2,3,284.06,1300
NS17159W,25200,37,1,1,1,0,1,2,1,6,-98,1,0,0,1,1,0,6,1,2,8,1,5,2,1,1,3,11,2,4,2,2,2,2,9,4,4,2,13,0,5,-1,2,1,1,2,4,4,290.38,1300
NS18655Y,-999,43,2,1,2,0,1,2,1,15,1,2,0,0,1,1,0,2,0,5,1,3,4,2,1,1,3,2,2,1,1,2,1,1,9,4,4,2,10,0,0,-1,1,1,1,1,4,3,290.53,1300
NS23685N,19968,25,1,2,2,0,1,5,1,-94,1,-98,0,0,1,0,0,-98,1,6,1,2,-91,1,1,2,3,1,1,2,1,2,2,2,9,4,4,2,9,0,2,-1,1,1,1,1,7,1,300.23,1300
NS15173M,-92,36,2,1,2,0,1,1,1,20,1,2,0,0,1,0,0,2,0,6,1,-1,3,2,2,2,3,1,2,3,1,2,1,2,9,4,4,2,12,0,4,-1,2,1,1,1,2,1,300.23,1300
